ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
22-1;22;Projekt;Wsparcie procesu zarz¹dzania i wdra¿ania RPO WP w 2007 roku.;RPPM.10.01.00-00-001/08-01;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.01.00;;1,212,722.63;1,212,722.63;909,541.95;909,541.95;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;;;2008/06/26;2009/04/17
22-2;22;Projekt;Informacja i komunikacja w 2008 roku;RPPM.10.02.00-00-001/08-03;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.02.00;;2,172,000.00;2,172,000.00;1,629,000.00;1,629,000.00;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPPM.10.02.00-00-001/08-06;Tak;2008/12/31;2009/01/15
22-3;22;Projekt;Informacja i komunikacja w 2009 roku.;RPPM.10.02.00-00-002/08-00;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.02.00;;3,146,000.00;3,146,000.00;2,359,500.00;2,359,500.00;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPPM.10.02.00-00-002/08-09;Nie;2008/12/29;2009/01/08
22-4;22;Projekt;Wsparcie procesu przygotowania i wdra¿ania projektów w 2007 roku.;RPPM.10.03.00-00-001/08-00;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.03.00;;27,429.31;27,429.31;20,571.98;20,571.98;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPPM.10.03.00-00-001/08-01;Tak;2008/06/24;2008/07/04
22-5;22;Projekt;Wsparcie procesu przygotowania i wdra¿ania projektów w 2008 roku;RPPM.10.03.00-00-002/08-02;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.03.00;;80,000.00;80,000.00;60,000.00;60,000.00;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPPM.10.03.00-00-002/08-03;Tak;2008/12/12;2008/12/15
22-6;22;Projekt;Wsparcie procesu przygotowania i wdra¿ania projektów w 2009 roku.;RPPM.10.03.00-00-003/08-01;Regionalny Program Operacyjny Województwa Pomorskiego;RPPM.10.00.00;RPPM.10.03.00;;290,000.00;290,000.00;217,500.00;217,500.00;Samorz¹d Województwa Pomorskiego;5832569948;80-810;Gdañsk;Pomorskie;Powiat m. Gdañsk;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPPM.10.03.00-00-003/08-08;Nie;2008/12/29;2009/06/05
24;;Województwo;Œl¹skie;;;;;;3888660.0;3888660.0;3888660.0;3888660.0;;;;;;;;;;;;;
24-1;24;Projekt;Roczny Plan Dzia³añ na rok 2008 w ramach Dzia³ania 10.1 Wsparcie procesu zarz¹dzania i wdra¿ania.;RPSL.10.01.00-00-004/08-00;Regionalny Program Operacyjny Województwa Œl¹skiego;RPSL.10.00.00;RPSL.10.01.00;;3,718,660.00;3,718,660.00;3,718,660.00;3,718,660.00;Œl¹skie Centrum Przedsiêbiorczoœci ;9542613270;41-500;Chorzów;Œl¹skie;Powiat m. Chorzów;85 Przygotowanie, realizacja, monitorowanie i kontrola;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;RPSL.10.01.00-00-004/08-03;Tak;2008/07/31;2008/08/12
24-2;24;Projekt;Roczny Plan Dzia³añ na rok 2008 w ramach Dzia³ania 10.2 Dzia³ania informacyjne i promocyjne.;RPSL.10.02.00-00-003/08-01;Regionalny Program Operacyjny Województwa Œl¹skiego;RPSL.10.00.00;RPSL.10.02.00;;170,000.00;170,000.00;170,000.00;170,000.00;Œl¹skie Centrum Przedsiêbiorczoœci ;9542613270;41-500;Chorzów;Œl¹skie;Powiat m. Chorzów;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;RPSL.10.02.00-00-003/08-03;Tak;2008/09/30;2008/10/31
30;;Województwo;Wielkopolskie;;;;;;4613891.75;4613891.75;4613891.75;4613891.75;;;;;;;;;;;;;
30-1;30;Projekt;Konsultacje i negocjacje WRPO;RPWP.07.01.00-30-004/08-00;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;136,051.72;136,051.72;136,051.72;136,051.72;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-004/08-01;Tak;2008/07/08;2008/07/10
30-2;30;Projekt;Szkolenia, kursy jêzykowe i studia podyplomowe dla pracowników zaanga¿owanych w zarz¹dzanie i wdra¿anie WRPO;RPWP.07.01.00-30-005/08-00;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;224,393.53;224,393.53;224,393.53;224,393.53;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-005/08-01;Tak;2008/07/08;2008/07/10
30-3;30;Projekt;Koszty kontroli projektów WRPO;RPWP.07.01.00-30-010/08-01;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;25,000.00;25,000.00;25,000.00;25,000.00;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-010/08-02;Tak;2008/10/16;2008/10/20
30-4;30;Projekt;Ocena i ewaluacja WRPO;RPWP.07.01.00-30-011/08-00;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;120,000.00;120,000.00;120,000.00;120,000.00;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-011/08-01;Tak;2008/07/08;2008/07/11
30-5;30;Projekt;Koszty wykonywania funkcji Instytucji Zarz¹dzaj¹cej oraz obs³ugi Komitetu Monitoruj¹cego;RPWP.07.01.00-30-012/08-01;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;201,650.00;201,650.00;201,650.00;201,650.00;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-012/08-03;Tak;2008/10/16;2008/10/20
30-6;30;Projekt;Szkolenia, kursy jêzykowe i studia podyplomowe dla pracowników zaanga¿owanych w zarz¹dzanie i wdra¿anie WRPO;RPWP.07.01.00-30-013/08-01;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.01.00;;938,965.00;938,965.00;938,965.00;938,965.00;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;85 Przygotowanie, realizacja, monitorowanie i kontrola;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.01.00-30-013/08-04;Tak;2008/10/16;2008/10/20
30-7;30;Projekt;Promocja, informacja i szkolenia WRPO;RPWP.07.02.00-30-001/08-00;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.02.00;;587,541.50;587,541.50;587,541.50;587,541.50;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.02.00-30-001/08-01;Tak;2008/07/08;2008/07/10
30-8;30;Projekt;Promocja, informacja i szkolenia WRPO;RPWP.07.02.00-30-002/08-02;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.07.00.00;RPWP.07.02.00;;2,380,290.00;2,380,290.00;2,380,290.00;2,380,290.00;Urz¹d Marsza³kowski Województwa Wielkopolskiego;7781344777;61-713;Poznañ;Wielkopolskie;Powiat m. Poznañ;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPWP.07.02.00-30-002/08-03;Tak;2008/10/16;2008/10/20
32;;Województwo;Zachodniopomorskie;;;;;;80692.63;80692.63;80692.63;80692.63;;;;;;;;;;;;;
32-1;32;Projekt;Prowadzenie dzia³añ infomracyjno-promocyjnych RPO WZ w roku 2007;RPZP.08.02.00-32-001/07-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.08.00.00;RPZP.08.02.00;;80,692.63;80,692.63;80,692.63;80,692.63;Województwo Zachodniopomorskie;8512871498;70-540;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPZP.08.02.00-32-001/07-01;Tak;2008/04/25;2008/05/27
