ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oś priorytetowa <Kod>;Działanie <Kod>;Poddziałanie <Kod>;Wartość ogółem;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowość;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu;Projekt zakończony (Wniosek o płatność końcową);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
12-07-1;12-07;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-09;12;Powiat;Powiat myślenicki;;;;;;725788.24;725788.24;616920.0;616920.0;;;;;;;;;;;;;
12-09-1;12-09;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-10;12;Powiat;Powiat nowosądecki;;;;;;28129222.65;24955584.31;16947771.61;15494554.61;;;;;;;;;;;;;
12-10-1;12-10;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-11;12;Powiat;Powiat nowotarski;;;;;;26164060.11;26164060.11;17339725.18;17291805.17;;;;;;;;;;;;;
12-11-1;12-11;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-12;12;Powiat;Powiat olkuski;;;;;;1900327.24;1900327.24;1768992.75;1615278.15;;;;;;;;;;;;;
12-12-1;12-12;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-13;12;Powiat;Powiat oświęcimski;;;;;;22491703.91;19575955.56;13972895.56;13972895.56;;;;;;;;;;;;;
12-13-1;12-13;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-15;12;Powiat;Powiat suski;;;;;;25844593.35;25844593.35;17020258.42;17020258.42;;;;;;;;;;;;;
12-15-1;12-15;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-16;12;Powiat;Powiat tarnowski;;;;;;37345684.0;34333379.0;23431583.84;22022366.84;;;;;;;;;;;;;
12-16-1;12-16;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-17;12;Powiat;Powiat tatrzański;;;;;;1425830.53;1425830.53;1259875.96;1211955.95;;;;;;;;;;;;;
12-17-1;12-17;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-18;12;Powiat;Powiat wadowicki;;;;;;1950552.24;1902487.84;1770829.26;1617114.66;;;;;;;;;;;;;
12-18-1;12-18;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
12-19;12;Powiat;Powiat wielicki;;;;;;969288.24;819288.24;627045.0;627045.0;;;;;;;;;;;;;
12-19-1;12-19;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;125,788.24;125,788.24;106,920.00;106,920.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
16;;Województwo;Opolskie;;;;;;47905972.3;41378943.12;34013802.58;33245229.58;;;;;;;;;;;;;
16-01;16;Powiat;Powiat brzeski;;;;;;8452442.15;8452442.15;7440766.8;7184575.8;;;;;;;;;;;;;
16-01-1;16-01;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;628,941.20;628,941.20;534,600.00;534,600.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
16-07;16;Powiat;Powiat nyski;;;;;;628941.2;628941.2;534600.0;534600.0;;;;;;;;;;;;;
16-07-1;16-07;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;628,941.20;628,941.20;534,600.00;534,600.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
16-10;16;Powiat;Powiat prudnicki;;;;;;628941.2;628941.2;534600.0;534600.0;;;;;;;;;;;;;
16-10-1;16-10;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;628,941.20;628,941.20;534,600.00;534,600.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18;;Województwo;Podkarpackie;;;;;;68680843.57;58347900.4;48137174.57;46960078.25;;;;;;;;;;;;;
18-01;18;Powiat;Powiat bieszczadzki;;;;;;209647.07;209647.07;178200.0;178200.0;;;;;;;;;;;;;
18-01-1;18-01;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-02;18;Powiat;Powiat brzozowski;;;;;;209647.07;209647.07;178200.0;178200.0;;;;;;;;;;;;;
18-02-1;18-02;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-03;18;Powiat;Powiat dębicki;;;;;;1571391.45;1571391.45;1539944.38;1335682.72;;;;;;;;;;;;;
18-03-1;18-03;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-05;18;Powiat;Powiat jasielski;;;;;;2383125.69;2267771.25;2131867.21;1927605.55;;;;;;;;;;;;;
18-05-1;18-05;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-07;18;Powiat;Powiat krośnieński;;;;;;209647.07;209647.07;178200.0;178200.0;;;;;;;;;;;;;
18-07-1;18-07;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-21;18;Powiat;Powiat leski;;;;;;209647.07;209647.07;178200.0;178200.0;;;;;;;;;;;;;
18-21-1;18-21;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-13;18;Powiat;Powiat przemyski;;;;;;6637504.84;6630864.84;3000598.11;3000598.11;;;;;;;;;;;;;
18-13-1;18-13;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-17;18;Powiat;Powiat sanocki;;;;;;4525485.13;4525485.13;3846662.35;3846662.35;;;;;;;;;;;;;
18-17-1;18-17;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
18-19;18;Powiat;Powiat strzyżowski;;;;;;209647.07;209647.07;178200.0;178200.0;;;;;;;;;;;;;
18-19-1;18-19;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;209,647.07;209,647.07;178,200.00;178,200.00;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
24;;Województwo;Śląskie;;;;;;4405322087.93;4345886683.56;4336208880.93;3689601742.18;;;;;;;;;;;;;
24-02;24;Powiat;Powiat bielski;;;;;;777050.84;777050.84;660493.21;660493.21;;;;;;;;;;;;;
24-02-1;24-02;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;269,546.23;269,546.23;229,114.29;229,114.29;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
24-03;24;Powiat;Powiat cieszyński;;;;;;269546.23;269546.23;229114.29;229114.29;;;;;;;;;;;;;
24-03-1;24-03;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;269,546.23;269,546.23;229,114.29;229,114.29;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
24-04;24;Powiat;Powiat częstochowski;;;;;;681737.63;661234.23;479794.61;479794.61;;;;;;;;;;;;;
24-04-1;24-04;Projekt;Ochrona podkowca małego w Polsce;POIS.05.01.00-00-027/08-01;Program Operacyjny Infrastruktura i Środowisko;POIS.05.00.00;POIS.05.01.00;;269,546.23;269,546.23;229,114.29;229,114.29;"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";8961000175;50-449;Wrocław;Dolnośląskie;Powiat m. Wrocław;51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.01.00-00-027/08-09;Nie;2010/03/30;2010/08/27
24-08;24;Powiat;Powiat mikołowski;;;;;;269546.23;269546.23;229114.29;229114.29;;;;;;;;;;;;;
