ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-193;33;Projekt;Promocja i informacja PO IG w dzia³aniach Instytucji Zarz¹dzaj¹cej w 2010 roku;POIG.09.03.00-00-003/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;2,745,000.00;2,745,000.00;2,745,000.00;2,333,250.00;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-003/09-06;Tak;2010/10/21;2010/10/22
33-194;33;Projekt;Dzia³ania informacyjne i promocyjne w ramach I Osi Priorytetowej PO IG w 2010 r.;POIG.09.03.00-00-004/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;829,500.00;829,500.00;829,500.00;705,075.00;Oœrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;jednostka naukowa;00 Nie dotyczy;POIG.09.03.00-00-004/09-06;Tak;2010/09/17;2010/10/11
33-195;33;Projekt;Dzia³ania informacyjno - promocyjne realizowane w ramach Programu Operacyjnego Innowacyjna Gospodarka wdra¿anego przez Polsk¹ Agencjê Rozwoju Przedsiêbiorczoœci w 2010 r.;POIG.09.03.00-00-005/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,499,000.00;1,499,000.00;1,499,000.00;1,274,150.00;Polska Agencja Rozwoju Przedsiêbiorczoœci;5262501444;00-834;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.03.00-00-005/09-04;Tak;2010/04/19;2010/04/19
33-196;33;Projekt;Informacja i promocja w ramach 7. osi priorytetowej i dzia³ania 8.3 i 8.4 w ramach 8. osi priorytetowej PO IG w 2010 roku realizowana przez WWPE;POIG.09.03.00-00-006/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;995,000.00;995,000.00;995,000.00;845,750.00;W³adza Wdra¿aj¹ca Programy Europejskie;5262735917;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-006/09-04;Tak;2010/04/27;2010/04/27
33-197;33;Projekt;Dzia³ania informacyjne i promocyjne Instytucji Poœrednicz¹cej (MSWiA) realizowane w ramach 7. i 8. osi priorytetowej PO IG w 2010 roku;POIG.09.03.00-00-007/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,026,000.00;1,026,000.00;1,026,000.00;872,100.00;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-007/09-04;Tak;2010/02/17;2010/03/01
33-198;33;Projekt;Informacja i promocja I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2010 r.;POIG.09.03.00-00-008/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,112,000.00;1,112,000.00;1,112,000.00;945,200.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-008/09-04;Tak;2010/10/19;2010/10/20
33-199;33;Projekt;Dzia³ania informacyjno - promocyjne realizowane w 2010 r. przez Ministerstwo Gospodarki jako Instytucjê Poœrednicz¹c¹ dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innwacyjna Gospodarka;POIG.09.03.00-00-009/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;265,000.00;265,000.00;265,000.00;225,250.00;Ministerstwo Gospodarki, Departament Funduszy Europejskich;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-009/10-02;Nie;2010/11/26;2010/12/02
33-200;33;Projekt;Informacja i promocja - POT- 2010;POIG.09.03.00-00-010/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;307,000.00;307,000.00;307,000.00;260,950.00;Polska Organizacja Turystyczna;5252150196;00-613;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa osoba prawna;00 Nie dotyczy;POIG.09.03.00-00-010/10-05-K01;Nie;2010/06/01;2010/06/07
33-201;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane w 2010 roku przez Instytucjê Wdra¿aj¹c¹ dzia³anie 4.5 i poddzia³anie 6.2.2 Programu Operacyjnego Innowacyjna Gospodarka.;POIG.09.03.00-00-011/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;744,955.72;744,955.72;744,955.72;633,212.36;Ministerstwo Gospodarki, Departament Wdra¿ania Programów Operacyjnych;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-011/10-04;Tak;2010/03/17;2010/03/25
33-202;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane w 2010 r. przez Bank Gospodarstwa Krajowego - Instytucjê Wdra¿aj¹c¹ dla dzia³ania 4.3 Programu Operacyjnego Innowacyjna Gospodarka.;POIG.09.03.00-00-012/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;2,210,000.00;2,210,000.00;2,210,000.00;1,878,500.00;Bank Gospodarstwa Krajowego;5250012372;00-955;Warszawa;;;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.03.00-00-012/10-04;Tak;2010/03/25;2010/03/29
33-203;33;Projekt;Promocja i informacja PO IG w dzia³aniach Instytucji Zarz¹dzaj¹cej w 2011 roku;POIG.09.03.00-00-013/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;5,366,000.00;5,366,000.00;5,366,000.00;4,561,100.00;Minister Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-013/10-01;Nie;2010/12/22;2011/01/03
33-204;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane w 2011 r. przez Ministerstwo Gospodarki jako Instytucjê Poœrednicz¹c¹ dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innowacyjna Gospodarka;POIG.09.03.00-00-018/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;384,000.00;384,000.00;384,000.00;326,400.00;Ministerstwo Gospodarki;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;;;2010/12/24;2010/12/31
33-205;33;Projekt;Informacja i promocja I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.;POIG.09.03.00-00-019/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;919,000.00;919,000.00;919,000.00;781,150.00;Minister Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-019/10-01;Nie;2010/12/28;2011/01/05
33-206;33;Projekt;Ewaluacja SPO WKP i PO IG w 2010 r. - zadania Instytucji Zarz¹dzaj¹cej;POIG.09.04.00-00-001/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;704,000.00;704,000.00;704,000.00;598,400.00;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-001/09-03;Nie;2010/07/27;2010/07/29
33-207;33;Projekt;Ewaluacja wdra¿ania I i II Priorytetu PO IG;POIG.09.04.00-00-002/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;60,000.00;60,000.00;60,000.00;51,000.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-002/09-02;Tak;2010/02/26;2010/03/03
33-208;33;Projekt;Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2010 r.;POIG.09.04.00-00-003/10-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;58,560.00;58,560.00;58,560.00;49,776.00;Minister Gospodarki, Departament Funduszy Europejskich;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-003/10-02;Tak;2010/12/23;2010/12/30
33-209;33;Projekt;Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.;POIG.09.04.00-00-004/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;180,000.00;180,000.00;180,000.00;153,000.00;Ministerstwo Gospodarki;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;;;2010/12/24;2010/12/30
33-210;33;Projekt;Ewaluacja SPO - WKP i PO IG w 2011 r. - zadania Instytucji Zarz¹dzaj¹cej;POIG.09.04.00-00-005/10-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;1,200,000.00;1,200,000.00;1,200,000.00;1,020,000.00;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-005/10-01;Nie;2010/12/22;2011/01/03
33-211;33;Projekt;Ewaluacja POIG 2010;POIG.09.04.00-00-006/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;1,355,000.00;1,355,000.00;1,355,000.00;1,151,750.00;Polska Agencja Rozwoju Przedsiêbiorczoœci;5262501444;00-834;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.04.00-00-006/09-04;Tak;2010/04/16;2010/04/19
33-212;33;Projekt;Ewaluacja w ramach 7. i 8. osi priorytetowej PO IG w 2010 roku realizowana przez WWPE;POIG.09.04.00-00-007/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;80,000.00;80,000.00;80,000.00;68,000.00;W³adza Wdra¿aj¹ca Programy Europejskie;5262735917;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-007/09-04;Tak;2010/04/27;2010/04/27
33-213;33;Projekt;Kompleksowa ochrona wód podziemnych aglomeracji kieleckiej;POIS.01.01.00-00-168/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.01.00.00;POIS.01.01.00;;551,111,661.00;355,599,137.62;302,259,266.98;302,259,266.98;"""Wodoci¹gi Kieleckie"" Sp. z o.o.";9591164932;25-701;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;46 Oczyszczanie œcieków;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.01.01.00-00-168/09-01;Nie;2010/10/05;2010/10/08
33-214;33;Projekt;Uporz¹dkowanie gospodarki œciekowej na terenie Miasta i Gminy Wronki;POIS.01.01.00-00-215/10-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.01.00.00;POIS.01.01.00;;67,379,143.95;44,442,620.61;37,776,227.52;37,776,227.52;Przedsiêbiorstwo Komunalne Sp. z o. o. we Wronkach;7630003624;64-510;Wronki;Wielkopolskie;Powiat gnieŸnieñski / Powiat szamotulski;46 Oczyszczanie œcieków;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;00 Nie dotyczy;;;2010/09/01;2010/09/02
33-215;33;Projekt;Uporz¹dkowanie gospodarki wodno-œciekowej na terenie Aglomeracji Barlinek, gmina Barlinek;POIS.01.01.00-00-226/10-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.01.00.00;POIS.01.01.00;;69,720,148.37;38,644,934.78;32,848,194.56;32,848,194.56;"Przedsiêbiorstwo Wodoci¹gowo - Kanalizacyjne ""P³onia"" Spó³ka z o.o. w Barlinku ";5971699117;74-320;Barlinek;Zachodniopomorskie;Powiat choszczeñski / Powiat myœliborski;46 Oczyszczanie œcieków;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.01.01.00-00-226/10-01;Nie;2010/10/01;2010/10/05
33-216;33;Projekt;Zwiêkszenie mo¿liwoœci retencyjnych oraz przeciwdzia³ania powodzi i suszy w ekosystemach leœnych na terenach nizinnych;POIS.03.01.00-00-003/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.03.00.00;POIS.03.01.00;;195,200,000.00;160,000,000.00;136,000,000.00;136,000,000.00;Pañstwowe Gospodarstwo Leœne Lasy Pañstwowe;5250010901;02-362;Warszawa;Mazowieckie;Powiat m. st. Warszawa;53 Zapobieganie zagro¿eniom (w tym opracowanie i wdra¿anie planów i instrumentów zapobiegania i zarz¹dzania zagro¿eniami naturalnym i technologicznym);pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2010/06/09;2010/06/10
33-217;33;Projekt;Doskonalenie stanowisk do analizowania i prognozowania zagro¿eñ;POIS.03.02.00-00-001/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.03.00.00;POIS.03.02.00;;67,382,000.00;67,382,000.00;67,382,000.00;57,274,700.00;Komenda G³ówna Pañstwowej Stra¿y Po¿arnej;5210413024;00-463;Warszawa;Mazowieckie;Powiat m. st. Warszawa;53 Zapobieganie zagro¿eniom (w tym opracowanie i wdra¿anie planów i instrumentów zapobiegania i zarz¹dzania zagro¿eniami naturalnym i technologicznym);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.03.02.00-00-001/08-08;Nie;2010/02/25;2010/02/26
33-218;33;Projekt;Zakupy sprzêtu do szybkiej oceny ryzyka w przypadku wyst¹pienia powa¿nej awarii, organizacja systemu monitoringu dynamicznego przeciwdzia³ania powa¿nym awariom, w tym organizacja systemu i sieci teleinformatycznych;POIS.03.02.00-00-001/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.03.00.00;POIS.03.02.00;;28,749,999.00;28,749,999.00;28,749,999.00;24,437,499.15;G³ówny Inspektorat Ochrony Œrodowiska;5261650857;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;53 Zapobieganie zagro¿eniom (w tym opracowanie i wdra¿anie planów i instrumentów zapobiegania i zarz¹dzania zagro¿eniami naturalnym i technologicznym);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.03.02.00-00-001/09-06;Nie;2010/03/01;2010/03/01
33-219;33;Projekt;Wsparcie techniczne ratownictwa ekologicznego i chemicznego;POIS.03.02.00-00-002/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.03.00.00;POIS.03.02.00;;30,000,000.00;30,000,000.00;30,000,000.00;25,500,000.00;Komenda G³ówna Pañstwowej Stra¿y Po¿arnej;5210413024;00-463;Warszawa;Mazowieckie;Powiat m. st. Warszawa;53 Zapobieganie zagro¿eniom (w tym opracowanie i wdra¿anie planów i instrumentów zapobiegania i zarz¹dzania zagro¿eniami naturalnym i technologicznym);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.03.02.00-00-002/09-03;Nie;2010/08/19;2010/08/20
33-220;33;Projekt;Wdro¿enie nowoczesnych technik monitorowania powietrza, wód i ha³asu poprzez zakupy aparatury kontrolno pomiarowej i analitycznej dla sieci laboratoriów Inspekcji Ochrony Œrodowiska. Doskonalenie systemu zapewnienia jakoœci poprzez organizacjê laboratoriów wzorcuj¹cych i referencyjnych dla potrzeb wzmocnienia systemu zarz¹dzania jakoœci¹ œrodowiska i ocen efektów ekologicznych programu. ETAP I.;POIS.03.03.00-00-001/08-03;Program Operacyjny Infrastruktura i Œrodowisko;POIS.03.00.00;POIS.03.03.00;;45,426,946.00;45,426,946.00;45,426,946.00;38,612,904.10;G³ówny Inspektorat Ochrony Œrodowiska;5261650857;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;53 Zapobieganie zagro¿eniom (w tym opracowanie i wdra¿anie planów i instrumentów zapobiegania i zarz¹dzania zagro¿eniami naturalnym i technologicznym);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.03.03.00-00-001/08-14;Nie;2010/03/01;2010/01/15
33-221;33;Projekt;Wdro¿enie Systemu Zarz¹dzania Œrodowiskowego ISO 14001:2004 w MPL Servieces Sp. z o.o.;POIS.04.01.00-00-016/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;20,069.00;13,344.00;6,672.00;6,672.00;MPL Services Sp. z o.o.;5130118010;32-083;Balice;Ma³opolskie;Powiat krakowski;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-016/09-01;Tak;2010/05/26;2010/06/10
33-222;33;Projekt;Wdro¿enie zintegrowanego systemu zarz¹dzania ISO 14001 i ISO 9001 w firmie Fabryka Mebli Comet Sp. z o.o.;POIS.04.01.00-00-019/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;72,400.00;50,680.00;25,340.00;25,340.00;Fabryka Mebli COMET Sp. z o.o.;7820021631;61-249;Poznañ;Wielkopolskie;Powiat m. Poznañ;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;przedsiêbiorstwo pañstwowe - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-019/09-01;Tak;2010/05/26;2010/06/25
33-223;33;Projekt;Wdro¿enie systemu zarz¹dzania œrodowiskowego ISO 14001 w przedsiebiorstwie BN Factory S.A.;POIS.04.01.00-00-020/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;29,890.00;17,150.00;8,575.00;8,575.00;BN Factory S.A.;6842322196;38-400;Krosno;Podkarpackie;Powiat kroœnieñski / Powiat m. Krosno;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;przedsiêbiorstwo pañstwowe - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-020/09-01;Tak;2010/05/28;2010/06/25
33-224;33;Projekt;Wdro¿enie systemu zarz¹dzania œrodowiskowego ISO 14001 w przedsiêbiorstwie Nowy Styl Sp. z o.o.;POIS.04.01.00-00-021/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;45,108.02;37,947.56;18,973.78;18,973.78;Nowy Styl Spó³ka z ograniczon¹ odpowiedzialnoœci¹;6840009302;38-400;Krosno;Podkarpackie;Powiat kroœnieñski / Powiat m. Krosno;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-021/09-01-K01;Tak;2010/05/28;2010/06/15
33-225;33;Projekt;Wdro¿enie systemu zarz¹dzania œrodowiskowego ISO 14001 w przedsiêbiorstwie Baltic Wood S.A.;POIS.04.01.00-00-022/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;39,518.88;34,646.62;17,323.31;17,323.31;Baltic Wood S.A.;6871626585;38-200;Jas³o;Podkarpackie;Powiat jasielski;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-022/09-01-K01;Tak;2010/05/28;2010/06/15
33-226;33;Projekt;Wdro¿enie systemu ekozarz¹dzania EMAS w Przedsiêbiorstwie Budowy Dróg i Mostów Sp. z o.o.;POIS.04.01.00-00-025/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;167,171.71;97,793.71;48,896.86;48,896.86;Przedsiêbiorstwo Budowy Dróg i Mostów Sp. z o.o.;8220010022;05-300;Miñsk Mazowiecki;Mazowieckie;Powiat miñski;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-025/09-01;Tak;2010/05/26;2010/05/28
33-227;33;Projekt;Wdro¿enie systemu zarz¹dzania jakoœci¹ i zarz¹dzania œrodowiskowego w Jednostce Ratownictwa Chemicznego Sp. z o.o.;POIS.04.01.00-00-033/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;20,373.20;13,020.00;6,510.00;6,510.00;Jednostka Ratownictwa Chemicznego Sp. z o.o.;8730013812;33-101;Tarnów;Ma³opolskie;Powiat m. Tarnów;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-033/09-01-K01;Tak;2010/05/25;2010/06/09
33-228;33;Projekt;Wdro¿enie systemu ISO 14 001 w przedsiêbiorstwie Kosmet Rokita Sp. z o.o.;POIS.04.01.00-00-036/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;22,670.04;13,007.40;6,503.70;6,503.70;"Zak³ad Chemii Gospodarczej i Samochodowej ""Kosmet Rokita"" Sp. z o.o.";9171154737;56-120;Brzeg Dolny;Dolnoœl¹skie;Powiat wo³owski;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-036/09-01;Tak;2010/05/26;2010/06/16
33-229;33;Projekt;Wdro¿enie systemu zarz¹dzania œrodowiskowego ISO 14001 w ramach ZSZ w ReReRe Sp. z o.o.;POIS.04.01.00-00-037/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.01.00;;68,930.00;39,050.00;19,525.00;19,525.00;ReReRe Sp. z o.o.;7822474868;61-371;Poznañ;Wielkopolskie;Powiat m. Poznañ;54 Inne dzia³ania na rzecz ochrony œrodowiska i zapobiegania zagro¿eniom;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-037/09-01;Tak;2010/05/24;2010/05/26
33-230;33;Projekt;Budowa wêz³a przygotowania wody dla kot³ów parowych w RN Jedlicze S.A.;POIS.04.02.00-00-018/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.02.00;;4,270,000.00;3,457,950.00;1,037,385.00;1,037,385.00;Rafineria Nafty Jedlicze S.A.;6840000761;38-460;Jedlicze;Podkarpackie;Powiat kroœnieñski;44 Gospodarka odpadami komunalnymi i przemys³owymi;spó³ka akcyjna - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.02.00-00-018/09-02;Nie;2010/12/16;2010/12/23
33-231;33;Projekt;Zmniejszenie energoch³onnoœci procesu produkcyjnego w Alkat Sp. z o.o. w województwie œl¹skim;POIS.04.02.00-00-019/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.02.00;;48,326,685.00;35,548,295.00;10,664,488.50;10,664,488.50;Alkat Spó³ka z ograniczon¹ odpowiedzialnoœci¹;9451679441;31-357;Kraków;Ma³opolskie;Powiat m. Kraków;44 Gospodarka odpadami komunalnymi i przemys³owymi;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.02.00-00-019/09-04;Nie;2010/06/30;2010/06/30
33-232;33;Projekt;Budowa instalacji akumulatora ciep³a w Elektrociep³owni „Kraków” S.A.;POIS.04.02.00-00-030/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.02.00;;52,321,396.85;36,875,908.00;11,062,772.40;11,062,772.40;Elektrociep³ownia „Kraków” S.A.;6750000214;31-587;Kraków;Ma³opolskie;Powiat m. Kraków;44 Gospodarka odpadami komunalnymi i przemys³owymi;spó³ka akcyjna - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.02.00-00-030/09-02;Nie;2010/10/08;2010/10/29
33-233;33;Projekt;Nowa instalacja wspó³spalania biomasy dla kot³a OP-380 Nr 2 w Elektrociep³owni „Kraków” S.A.;POIS.04.03.00-00-024/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.04.00.00;POIS.04.03.00;;58,724,700.00;48,135,000.00;13,259,280.77;13,259,280.77;Elektrociep³ownia „Kraków” S.A.;6750000214;31-587;Kraków;Ma³opolskie;Powiat m. Kraków;48 Zintegrowany system zapobiegania i kontroli zanieczyszczeñ;spó³ka akcyjna - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.04.03.00-00-024/09-04;Nie;2010/06/25;2010/07/09
