ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
14-13;14;Powiat;Powiat m³awski;;;;;;362500.83;362500.83;308125.7;308125.7;;;;;;;;;;;;;
14-13-1;14-13;Projekt;Wymiana ambulansu ratunkowego z wyposa¿eniem medycznym dla Zespo³u Ratownictwa Medycznego SP ZOZ w M³awie.;POIS.12.01.00-00-059/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;362,500.83;362,500.83;308,125.70;308,125.70;Samodzielny Publiczny Zak³ad Opieki Zdrowotnej w M³awie;5691426619;06-500;M³awa;Mazowieckie;Powiat m³awski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-059/08-01;Tak;2009/06/26;2009/07/06
16;;Województwo;Opolskie;;;;;;751069.0;751069.0;638408.65;638408.65;;;;;;;;;;;;;
16-08;16;Powiat;Powiat oleski;;;;;;751069.0;751069.0;638408.65;638408.65;;;;;;;;;;;;;
16-08-1;16-08;Projekt;Poprawa skutecznoœci dzia³ania zespo³u ratownictwa medycznego w Olesnie poprzez zakup specjalistycznych œrodków transportu sanitarnego.;POIS.12.01.00-00-060/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;751,069.00;751,069.00;638,408.65;638,408.65;Zespó³ Opieki Zdrowotnej w Oleœnie;5761361228;46-300;Olesno;Opolskie;Powiat oleski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-060/08-03;Tak;2009/06/26;2009/07/16
28;;Województwo;Warmiñsko-mazurskie;;;;;;1810016.06;1804526.06;1533845.83;1533845.83;;;;;;;;;;;;;
28-14;28;Powiat;Powiat olsztyñski;;;;;;340042.9;340042.9;289036.46;289036.46;;;;;;;;;;;;;
28-14-1;28-14;Projekt;Wzrost bezpieczeñstwa zdrowotnego poprzez doposa¿enie Szpitala Powiatowego im. Jana Mikulicza w Biskupcu w specjalistyczny ambulans wraz z wyposa¿eniem.;POIS.12.01.00-00-061/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;340,042.90;340,042.90;289,036.46;289,036.46;Szpital Powiatowy im. Jana Mikulicza w Biskupcu;7392955819;11-300;Biskupiec;Warmiñsko-mazurskie;Powiat olsztyñski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-061/08-02;Tak;2009/06/30;2009/07/06
30;;Województwo;Wielkopolskie;;;;;;2946867.01;2915421.25;2478108.05;2478108.05;;;;;;;;;;;;;
30-21;30;Powiat;Powiat poznañski;;;;;;1938272.28;1938272.28;1647531.43;1647531.43;;;;;;;;;;;;;
30-21-1;30-21;Projekt;Poprawa efektywnoœci systemu ochrony zdrowia w Wielkopolsce poprzez wymianê ambulansów przez Rejonow¹ Stacjê Pogotowia Ratunkowego w Poznaniu.;POIS.12.01.00-00-099/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;1,938,272.28;1,938,272.28;1,647,531.43;1,647,531.43;Rejonowa Stacja Pogotowia Ratunkowego Samodzielny Publiczny Zak³ad Opieki Zdrowotnej w Poznaniu;7792009143;60-346;Poznañ;Wielkopolskie;Powiat m. Poznañ;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-099/08-01;Tak;2009/06/23;2009/07/07
28-10;28;Powiat;Powiat mr¹gowski;;;;;;769374.62;763884.62;649300.62;649300.62;;;;;;;;;;;;;
28-10-1;28-10;Projekt;Zakup dwóch ambulansów z wyposa¿eniem dla Podstawowych Zespo³ów Ratownictwa Medycznego w Powiecie Mr¹gowskim przez Szpital Powiatowy w Mr¹gowie.;POIS.12.01.00-00-102/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;769,374.62;763,884.62;649,300.62;649,300.62;Szpital Powiatowy im. Micha³a Kajki w Mr¹gowie;7421836662;11-700;Mr¹gowo;Warmiñsko-mazurskie;Powiat mr¹gowski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-102/08-04;Tak;2009/06/25;2009/07/07
04;;Województwo;Kujawsko-pomorskie;;;;;;843166.09;841617.25;715187.33;715187.33;;;;;;;;;;;;;
04-16;04;Powiat;Powiat tucholski;;;;;;422557.46;422557.46;359173.84;359173.84;;;;;;;;;;;;;
04-16-1;04-16;Projekt;"Poprawa efektywnoœci systemu ochrony zdrowia przez zakup Karetki typu ""S"" przez Szpital Tucholski Sp. z o.o.";POIS.12.01.00-00-105/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;422,557.46;422,557.46;359,173.84;359,173.84;Szpital Tucholski Sp. z o.o.;5611455873;89-500;Tuchola;Kujawsko-pomorskie;Powiat tucholski;76 Infrastruktura ochrony zdrowia;niepubliczny zak³ad opieki zdrowotnej (w tym osoby prowadz¹ce praktyki lekarskie/pielêgniarskie);00 Nie dotyczy;POIS.12.01.00-00-105/08-01;Tak;2009/06/30;2009/07/07
30-31;30;Powiat;Powiat z³otowski;;;;;;234759.37;211308.97;179612.62;179612.62;;;;;;;;;;;;;
30-31-1;30-31;Projekt;Poprawa jakoœci i dostêpnoœci do systemu ratownictwa medycznego w Szpitalu Powiatowym im.A. Soko³owskiego w Z³otowie poprzez wymianê infrastruktury medycznej. ;POIS.12.01.00-00-117/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;234,759.37;211,308.97;179,612.62;179,612.62;Szpital Powiatowy im. Alfreda Soko³owskiego w Z³otowie;7671449305;77-400;Z³otów;Wielkopolskie;Powiat z³otowski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-117/08-01;Tak;2009/06/29;2009/07/08
30-19;30;Powiat;Powiat pilski;;;;;;773835.36;765840.0;650964.0;650964.0;;;;;;;;;;;;;
30-19-1;30-19;Projekt;Zakup dwóch ambulansów na potrzeby zespo³ów ratownictwa medycznego Szpitalnego Oddzia³u Ratunkowego Szpitala Specjalistycznego w Pile.;POIS.12.01.00-00-118/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;773,835.36;765,840.00;650,964.00;650,964.00;Szpital Specjalistyczny w Pile im. Stanis³awa Staszica;7642088098;64-920;Pi³a;Wielkopolskie;Powiat pilski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-118/08-01;Tak;2009/06/30;2009/07/09
14-63;14;Powiat;Powiat m. Radom;;;;;;2924659.22;2924659.22;2485960.33;2485960.33;;;;;;;;;;;;;
14-63-1;14-63;Projekt;Zakup specjalistycznych œrodków transportu sanitarnego na potrzeby Radomskiej Stacji Pogotowia Ratunkowego.;POIS.12.01.00-00-171/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;2,924,659.22;2,924,659.22;2,485,960.33;2,485,960.33;Radomska Stacja Pogotowia Ratunkowego w Radomiu;9481668643;26-600;Radom;Mazowieckie;Powiat m. Radom;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-171/08-02-K01;Tak;2009/06/24;2009/07/17
28-07;28;Powiat;Powiat i³awski;;;;;;387238.44;387238.44;329152.67;329152.67;;;;;;;;;;;;;
28-07-1;28-07;Projekt;Wymiana ambulansu podstawowego zespo³u ratownictwa medycznego w Zalewie szans¹ mieszkañców powiatu i³awskiego na lepszy dostêp do œwiadczeñ.;POIS.12.01.00-00-173/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;387,238.44;387,238.44;329,152.67;329,152.67;Powiatowy Szpital im. W³adys³awa Biegañskiego w I³awie;7441484344;14-200;I³awa;Warmiñsko-mazurskie;Powiat i³awski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-173/08-01;Tak;2009/07/02;2009/07/17
24;;Województwo;Œl¹skie;;;;;;654195.0;654195.0;556065.75;556065.75;;;;;;;;;;;;;
24-02;24;Powiat;Powiat bielski;;;;;;654195.0;654195.0;556065.75;556065.75;;;;;;;;;;;;;
24-02-1;24-02;Projekt;Poprawa jakoœci i dostêpnoœci do systemu ratownictwa medycznego w Bielskim Pogotowiu Ratunkowym poprzez wymianê 3 sztuk wyeksploatowanych karetek sanitarnych na nowe ambulanse dla zespo³ów specjalistycznych.;POIS.12.01.00-00-178/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;654,195.00;654,195.00;556,065.75;556,065.75;Bielskie Pogotowie Ratunkowe;5470292617;43-300;Bielsko - Bia³a;Œl¹skie;Powiat m. Bielsko-Bia³a;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-178/08-01;Tak;2009/06/24;2009/07/06
32-62;32;Powiat;Powiat m. Szczecin;;;;;;1078048.66;1078048.66;916341.36;916341.36;;;;;;;;;;;;;
32-62-1;32-62;Projekt;Zakup specjalistycznych œrodków transportu sanitarnego wraz z wyposa¿eniem na potrzeby podstawowego zespo³u ratownictwa medycznego w NZOZ w Œwieciu.;POIS.12.01.00-00-191/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;1,078,048.66;1,078,048.66;916,341.36;916,341.36;Nowy Szpital Sp. z o.o.;8522433297;70-356;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;76 Infrastruktura ochrony zdrowia;niepubliczny zak³ad opieki zdrowotnej (w tym osoby prowadz¹ce praktyki lekarskie/pielêgniarskie);00 Nie dotyczy;POIS.12.01.00-00-191/08-02;Tak;2009/06/23;2009/07/17
28-61;28;Powiat;Powiat m. Elbl¹g;;;;;;313360.1;313360.1;266356.08;266356.08;;;;;;;;;;;;;
28-61-1;28-61;Projekt;Zakup ambulansu z wyposa¿eniem przez Wojewódzki Szpital Zespolony w Elbl¹gu na potrzeby specjalistycznego zespo³u ratownictwa medycznego w Elbl¹gu.;POIS.12.01.00-00-204/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;313,360.10;313,360.10;266,356.08;266,356.08;Wojewdzki Szpital Zespolony w Elbl¹gu;5782517492;82-300;Elbl¹g;Warmiñsko-mazurskie;Powiat elbl¹ski / Powiat m. Elbl¹g;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-204/08-01;Tak;2009/07/02;2009/07/17
04-15;04;Powiat;Powiat toruñski;;;;;;420608.63;419059.79;356013.49;356013.49;;;;;;;;;;;;;
04-15-1;04-15;Projekt;"Poprawa efektywnoœci systemu ochrony zdrowia poprzez zakup Karetki typu ""S"" przez Szpital Powiatowy w Che³m¿y.";POIS.12.01.00-00-208/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;420,608.63;419,059.79;356,013.49;356,013.49;Szpital Powiatowy Sp. z o.o. w Che³m¿y;8792276028;87-140;Che³m¿a;Kujawsko-pomorskie;Powiat toruñski;76 Infrastruktura ochrony zdrowia;niepubliczny zak³ad opieki zdrowotnej (w tym osoby prowadz¹ce praktyki lekarskie/pielêgniarskie);00 Nie dotyczy;POIS.12.01.00-00-208/08-01;Tak;2009/06/30;2009/07/09
12;;Województwo;Ma³opolskie;;;;;;71915384.94;71610238.7;46546655.16;46546655.16;;;;;;;;;;;;;
12-03;12;Powiat;Powiat chrzanowski;;;;;;35957692.47;35805119.35;23273327.58;23273327.58;;;;;;;;;;;;;
12-03-1;12-03;Projekt;Modernizacja drogi woj. nr 933 na odcinku Brzeszcze – Chrzanów wraz z budow¹ wiaduktu w m. Kroczymiech;RPMP.04.01.01-12-058/08-03;Regionalny Program Operacyjny Województwa Ma³opolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;35,957,692.47;35,805,119.35;23,273,327.58;23,273,327.58;Województwo Ma³opolskie;6762083499;31-156;Kraków;Ma³opolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorz¹dowa;01 Obszar miejski;RPMP.04.01.01-12-058/08-04;Tak;2009/10/15;2010/02/08
12-13;12;Powiat;Powiat oœwiêcimski;;;;;;35957692.47;35805119.35;23273327.58;23273327.58;;;;;;;;;;;;;
12-13-1;12-13;Projekt;Modernizacja drogi woj. nr 933 na odcinku Brzeszcze – Chrzanów wraz z budow¹ wiaduktu w m. Kroczymiech;RPMP.04.01.01-12-058/08-03;Regionalny Program Operacyjny Województwa Ma³opolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;35,957,692.47;35,805,119.35;23,273,327.58;23,273,327.58;Województwo Ma³opolskie;6762083499;31-156;Kraków;Ma³opolskie;Powiat m. Kraków;23 Drogi regionalne/lokalne;wspólnota samorz¹dowa;01 Obszar miejski;RPMP.04.01.01-12-058/08-04;Tak;2009/10/15;2010/02/08
26;;Województwo;Œwiêtokrzyskie;;;;;;828235.32;819999.99;492000.0;492000.0;;;;;;;;;;;;;
26-04;26;Powiat;Powiat kielecki;;;;;;276078.44;273333.33;164000.0;164000.0;;;;;;;;;;;;;
26-04-1;26-04;Projekt;Stworzenie systemu do poprawy bezpieczeñstwa w zakresie ruchu drogowego i dzia³añ Policji w sytuacjach kryzysowych w oparciu o sprzêt specjalistyczny.;RPSW.03.01.00-26-045/08-02;Regionalny Program Operacyjny Województwa Œwiêtokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;276,078.44;273,333.33;164,000.00;164,000.00;Komenda Wojewódzka Policji w Kielcach;6570313331;25-372;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;28 Inteligentne systemy transportu;pañstwowa jednostka organizacyjna;00 Nie dotyczy;RPSW.03.01.00-26-045/08-03;Tak;2009/12/29;2009/12/31
26-07;26;Powiat;Powiat ostrowiecki;;;;;;276078.44;273333.33;164000.0;164000.0;;;;;;;;;;;;;
26-07-1;26-07;Projekt;Stworzenie systemu do poprawy bezpieczeñstwa w zakresie ruchu drogowego i dzia³añ Policji w sytuacjach kryzysowych w oparciu o sprzêt specjalistyczny.;RPSW.03.01.00-26-045/08-02;Regionalny Program Operacyjny Województwa Œwiêtokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;276,078.44;273,333.33;164,000.00;164,000.00;Komenda Wojewódzka Policji w Kielcach;6570313331;25-372;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;28 Inteligentne systemy transportu;pañstwowa jednostka organizacyjna;00 Nie dotyczy;RPSW.03.01.00-26-045/08-03;Tak;2009/12/29;2009/12/31
26-11;26;Powiat;Powiat starachowicki;;;;;;276078.44;273333.33;164000.0;164000.0;;;;;;;;;;;;;
26-11-1;26-11;Projekt;Stworzenie systemu do poprawy bezpieczeñstwa w zakresie ruchu drogowego i dzia³añ Policji w sytuacjach kryzysowych w oparciu o sprzêt specjalistyczny.;RPSW.03.01.00-26-045/08-02;Regionalny Program Operacyjny Województwa Œwiêtokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;276,078.44;273,333.33;164,000.00;164,000.00;Komenda Wojewódzka Policji w Kielcach;6570313331;25-372;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;28 Inteligentne systemy transportu;pañstwowa jednostka organizacyjna;00 Nie dotyczy;RPSW.03.01.00-26-045/08-03;Tak;2009/12/29;2009/12/31
