"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.03.03.02-00-011/08-02";"Usługi doradcze celem pozyskania finansowania zewnętrznego CHT Sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Mazowieckie";"Powiat płoński";"Płońsk";"170,000.00";"170,000.00";"85,000.00";"72,250.00";"CHT SP. ZO.O";"5671711802";"09-100";"Płońsk";"Mazowieckie";"Powiat płoński";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-011/08-03";"Tak";"2009/08/14";"2009/08/28"
"POIG.03.03.02-00-014/09-00";"Rozwój przedsiebiorstwa CERABUD poprzez pozyskanie inwestorów zewnetrznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"191,540.00";"157,000.00";"78,500.00";"66,725.00";"CERABUD Sp. z o.o.";"7251949538";"90-265";"Łódź";"Łódzkie";"Powiat m. Łódź";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/21";"2009/12/27"
"POIG.03.03.02-00-016/08-00";"Przygotowanie EFC S.A. do debiutu na rynku NewConnect. ";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Wielkopolskie";"Powiat m. Poznań";"M. Poznań";"249,185.00";"184,250.00";"92,125.00";"78,306.25";"EFC S.A";"9721179258";"61-655";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-016/08-01";"Tak";"2009/08/03";"2009/08/12"
"POIG.03.03.02-00-017/09-00";"Pozyskanie kapitału na rozwój ATON-HT poprzez przeprowadzenie emisji nowych akcji";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"254,462.50";"190,000.00";"95,000.00";"80,750.00";"ATON-HT Spółka Akcyjna";"8992546366";"50-421";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-017/09-01";"Tak";"2009/12/08";"2009/12/15"
"POIG.03.03.02-00-024/08-02";"Pomoc doradcza w przygotowaniu spółki Calesco do pozyskania inwestorów zewnętrznych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Zachodniopomorskie";"Powiat m. Szczecin";"M. Szczecin";"260,000.00";"240,000.00";"120,000.00";"102,000.00";"Calesco Spółka Akcyjna ";"9551957514";"70-850";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-024/08-02";"Tak";"2009/08/13";"2009/10/26"
"POIG.03.03.02-00-039/08-02";"Przygotowanie przedsiębiorstwa  do pozyskania zewnętrznych źródeł finansowania w celu dalszego rozwoju Spółki";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Śląskie";"Powiat m. Gliwice";"M. Gliwice";"444,080.00";"64,000.00";"32,000.00";"27,200.00";"Arpex L. i A. Jurkiewicz Spółka Jawna ";"6312476603";"44-100";"Gliwice";"Śląskie";"Powiat m. Gliwice";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-039/08-02";"Tak";"2009/05/19";"2009/06/22"
"POIG.03.03.02-00-041/08-01";"Rozwój firmy SILVEST SA poprzez pozyskanie inwestorów zewnętrznych ";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Śląskie";"Powiat m. Katowice";"M. Katowice";"146,400.00";"115,000.00";"57,500.00";"48,875.00";"SILVEST SA";"9542334713";"40-026";"Katowice ";"Śląskie";"Powiat m. Katowice";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/05/06";"2009/05/12"
"POIG.03.03.02-00-044/08-01";"Przygotowanie DATERA S. A. do pozyskania inwestora zewnętrznego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.02";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"183,000.00";"150,000.00";"75,000.00";"63,750.00";"DATERA Spółka Akcyjna";"5832830401";"80-180";"Gdańsk";"Pomorskie";"Powiat gdański / Powiat m. Gdańsk";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.02-00-044/08-01";"Tak";"2009/04/30";"2009/05/12"
"POIG.04.01.00-02-003/08-05";"Badania i rozwój technologii współspalania w kotłach na paliwo stałe Vulcan 300. PKWiU: 28.22.12-00.30 Kotły centralnego ogrzewania, ogrzewane paliwem stałym";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"50,600.00";"0.00";"0.00";"0.00";"Vulcan Power Spółka z ograniczoną odpowiedzialnością";"8971727849";"50-072";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/25";"2009/12/29"
"POIG.04.01.00-04-006/08-03";"Opracowanie  oraz  wdrożenie do produkcji innowacyjnej centrali cyfrowej ITS-0206.
32.20.20-60.00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"M. Bydgoszcz";"1,784,464.00";"1,434,017.00";"859,410.20";"730,498.67";" ""SLICAN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"5540232202";"85-124";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.01.00-04-006/08-01";"Tak";"2009/08/18";"2009/09/02"
"POIG.04.01.00-06-002/09-00";"Przeprowadzenie prac badawczo-rozwojowych nad modułem sprężającym powietrze
oraz wdrożenie jego do produkcji sprężarek bezolejowych. (PKWiU: 28.13.32).";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Lubelskie";"Powiat lubelski";"Wojciechów";"422,466.00";"313,700.00";"216,190.00";"183,761.50";"Przedsiębiorstwo Wdrażania Innowacji Pantera";"1250040751";"05-220";"Zielonka";"Mazowieckie";"Powiat wołomiński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/21";"2009/12/31"
"POIG.04.01.00-10-014/09-00";"Innowacyjny dodatek paszowy zapobiegający salmonellozie u zwierząt hodowlanych (PKWiU 72.11.11.0).";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"4,843,888.00";"3,970,400.00";"2,770,280.00";"2,354,738.00";"Proteon Pharmaceuticals Spółka z ograniczoną odpowiedzialnością";"7282570596";"90-364";"Łódź";"Łódzkie";"Powiat m. Łódź";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/10/23";"2009/10/29"
"POIG.04.01.00-12-008/09-00";"Wzrost innowacyjnosci FAKRO - badania i wdrożenie nowoczesnych rozwiązań okiennych (PKWiU 16.23.11)";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Małopolskie";"Powiat m. Nowy Sącz";"M. Nowy Sącz";"2,287,500.00";"1,875,000.00";"937,500.00";"796,875.00";"Fakro PP spółka z ograniczona odpowiedzialnością ";"7342887530";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/11/16";"2009/11/24"
"POIG.04.01.00-12-016/08-04";"Badania przemysłowe i rozwojowe nad wdrożeniem energooszczędnych pomp ciepła (29.23.12-73.90)";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"5,368,897.80";"4,400,490.00";"2,635,394.00";"2,240,084.90";"WSK KRAKÓW Spółka z ograniczoną odpowiedzialnością";"6772241563";"30-011";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.01.00-12-016/08-03";"Tak";"2009/10/14";"2009/11/02"
"POIG.04.01.00-16-004/09-00";"Rozwój i wdrożenie innowacyjnej technologii produkcji ekologicznego peletu ze słomy";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Opolskie";"Powiat kędzierzyńsko-kozielski";"Pawłowiczki";"13,402,821.20";"10,985,919.00";"5,492,959.50";"4,669,015.58";"Karol Kania i Synowie Sp. z o.o. ";"6381585761";"43-211";"Piasek";"Śląskie";"Powiat pszczyński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/14";"2010/01/05"
"POIG.04.01.00-22-022/09-02";"Opracowanie innowacyjnej receptury i wdrożenie do produkcji preparatu stosowanego w leczeniu grzybic.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Pomorskie";"Powiat starogardzki";"Starogard Gdański - miasto";"61,309.72";"0.00";"0.00";"0.00";"ZAKŁADY FARMACEUTYCZNE POLPHARMA SPÓŁKA AKCYJNA";"5920202822";"83-200";"Starogard Gdański";"Pomorskie";"Powiat starogardzki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/22";"2010/12/15"
"POIG.04.01.00-30-001/08-02";"Wzrost innowacyjności MobileBox poprzez stworzenie inteligentnego systemu monitoringu i zarządzania obiektami
PKWiU 31.62.11";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.01.00";"";"Wielkopolskie";"Powiat m. Poznań";"M. Poznań";"139,080.00";"114,000.00";"68,400.00";"58,140.00";"MOBILE BOX Sp. z o.o.";"7781402569";"61-112";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.01.00-30-001/08-01";"Tak";"2009/12/18";"2010/01/05"
"POIG.04.02.00-02-002/09-00";"Opracowanie i wdrożenie innowacyjnych wzorów użytkowych z tworzyw sztucznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Dolnośląskie";"Powiat m. Jelenia Góra";"M. Jelenia Góra";"74,540,176.10";"46,887,806.22";"18,755,122.49";"15,941,854.12";"JELENIA PLAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"6110202280";"58-500";"JELENIA GÓRA";"Dolnośląskie";"Powiat jeleniogórski / Powiat m. Jelenia Góra";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/09/09";"2009/09/15"
"POIG.04.02.00-02-003/08-01";"Rozszerzenie działaności badawczo-rozwojowej w Kompleksie Rokopole PCC Rokita SA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Dolnośląskie";"Powiat wołowski";"Brzeg Dolny";"1,220,000.00";"1,000,000.00";"400,000.00";"340,000.00";"PCC Rokita SA";"9170000015";"56-120";"Brzeg Dolny";"Dolnośląskie";"Powiat wołowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.02.00-02-003/08-01";"Tak";"2009/02/05";"2009/03/30"
"POIG.04.02.00-02-003/09-00";"Rozwój działalności badawczo-rozwojowej PCC Rokita SA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Dolnośląskie";"Powiat wołowski";"Brzeg Dolny";"610,000.00";"500,000.00";"200,000.00";"170,000.00";"PCC Rokita SA";"9170000015";"56-120";"Brzeg Dolny";"Dolnośląskie";"Powiat wołowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.02.00-02-003/09-01";"Tak";"2009/08/20";"2009/08/31"
"POIG.04.02.00-02-005/08-01";"Zwiększenie potencjału badawczego laboratorium zakładowego Wagonów Świdnica SA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Dolnośląskie";"Powiat świdnicki";"Świdnica";"680,760.00";"558,000.00";"223,200.00";"189,720.00";"Wagony Świdnica Spółka Akcyjna";"8840007818";"58-100";"Świdnica";"Dolnośląskie";"Powiat świdnicki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/04/20";"2009/04/30"
"POIG.04.02.00-10-002/08-01";"Nowoczesne rozwiązania z zakresu montażu bezpośredniego - wzór użytkowy i wdrożenie do produkcji.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Łódzkie";"Powiat łódzki wschodni";"Brójce";"1,677,500.00";"1,350,000.00";"941,000.00";"799,850.00";"Zakład Mechaniki Maszyn Bukpol Łagodziński sp.j.";"7280021017";"95-006";"Bukowiec";"Łódzkie";"Powiat łódzki wschodni";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/02/16";"2009/03/10"
"POIG.04.02.00-10-005/08-02";"Wzmocnienie przedsiębiorstwa na rynku międzynarodowym poprzez wdrożenie nowych wzorów żaluzji";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.02.00";"";"Łódzkie";"Powiat m. Piotrków Trybunalski";"M. Piotrków Trybunalski";"1,308,938.00";"1,072,900.00";"636,240.00";"540,804.00";"A.S. Sierant PPHU Sierant Spółka Jawna";"7710002124";"97-300";"Piotrków Trybunalski";"Łódzkie";"Powiat m. Piotrków Trybunalski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/06/17";"2009/06/23"
