"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat krakowski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat limanowski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat myślenicki";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat nowosądecki";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat nowotarski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat olkuski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat oświęcimski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat suski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat tarnowski";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat tatrzański";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat wadowicki";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat wielicki";"";"125,788.24";"125,788.24";"106,920.00";"106,920.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Opolskie";"Powiat brzeski";"";"628,941.20";"628,941.20";"534,600.00";"534,600.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Opolskie";"Powiat nyski";"";"628,941.20";"628,941.20";"534,600.00";"534,600.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Opolskie";"Powiat prudnicki";"";"628,941.20";"628,941.20";"534,600.00";"534,600.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat bieszczadzki";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat brzozowski";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat dębicki";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat jasielski";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat krośnieński";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat leski";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat przemyski";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat sanocki";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Podkarpackie";"Powiat strzyżowski";"";"209,647.07";"209,647.07";"178,200.00";"178,200.00";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat bielski";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat cieszyński";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat częstochowski";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat mikołowski";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat myszkowski";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat zawierciański";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-027/08-01";"Ochrona podkowca małego w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Śląskie";"Powiat żywiecki";"";"269,546.23";"269,546.23";"229,114.29";"229,114.29";"Polskie Towarzystwo Przyjaciół Przyrody ""pro Natura""";"8961000175";"50-449";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.01.00-00-027/08-09";"Nie";"2010/03/30";"2010/08/27"
"POIS.05.01.00-00-030/08-01";"Ochrona mozaiki siedlisk przyrodniczych w zlewni rzeki Białej Przemszy";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Małopolskie";"Powiat olkuski";"";"749,775.00";"749,775.00";"637,308.75";"637,308.75";"Zespół Parków Krajobrazowych Województwa Śląskiego";"6292147775";"42-500";"Będzin";"Śląskie";"Powiat będziński / Powiat m. Sosnowiec";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.01.00-00-030/08-03";"Nie";"2010/10/04";"2010/12/13"
