"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.05.01.00-00-176/09-00";"Budowa małej infrastruktury służącej zabezpieczeniu obszaru Natura 2000 Bagno Całowanie przed nadmierną presją turystów
";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Mazowieckie";"Powiat garwoliński";"";"959,610.00";"780,250.00";"663,212.50";"663,212.50";"Nadleśnictwo Celestynów";"5320101461";"05-430";"Celestynów";"Mazowieckie";"Powiat otwocki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.01.00-00-176/09-01";"Nie";"2011/01/20";"2011/01/21"
"POIS.05.01.00-00-176/09-00";"Budowa małej infrastruktury służącej zabezpieczeniu obszaru Natura 2000 Bagno Całowanie przed nadmierną presją turystów
";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Mazowieckie";"Powiat otwocki";"";"959,610.00";"780,250.00";"663,212.50";"663,212.50";"Nadleśnictwo Celestynów";"5320101461";"05-430";"Celestynów";"Mazowieckie";"Powiat otwocki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.01.00-00-176/09-01";"Nie";"2011/01/20";"2011/01/21"
"POIS.05.03.00-00-268/10-00";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubelskie";"Powiat chełmski";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"POIS.05.03.00-00-268/10-00";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubelskie";"Powiat łęczyński";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"POIS.05.03.00-00-268/10-00";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubelskie";"Powiat parczewski";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"POIS.05.03.00-00-268/10-00";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubelskie";"Powiat włodawski";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"POIS.05.03.00-00-270/10-00";"Opracowanie projektu planu ochrony Wolińskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Zachodniopomorskie";"Powiat kamieński";"";"500,000.00";"500,000.00";"500,000.00";"425,000.00";"Woliński Park Narodowy";"8551436909";"72-500";"Międzyzdroje";"Zachodniopomorskie";"Powiat kamieński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2011/02/03";"2011/02/11"
"POIS.05.03.00-00-270/10-00";"Opracowanie projektu planu ochrony Wolińskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Zachodniopomorskie";"Powiat m. Świnoujście";"";"500,000.00";"500,000.00";"500,000.00";"425,000.00";"Woliński Park Narodowy";"8551436909";"72-500";"Międzyzdroje";"Zachodniopomorskie";"Powiat kamieński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2011/02/03";"2011/02/11"
"POIS.05.03.00-00-272/10-00";"Plan Ochrony Drawieńskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubuskie";"Powiat strzelecko-drezdenecki";"";"1,282,666.67";"1,282,666.67";"1,282,666.67";"1,090,266.67";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-272/10-00";"Plan Ochrony Drawieńskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Wielkopolskie";"Powiat czarnkowsko-trzcianecki";"";"1,282,666.67";"1,282,666.67";"1,282,666.67";"1,090,266.67";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-272/10-00";"Plan Ochrony Drawieńskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Zachodniopomorskie";"Powiat choszczeński";"";"641,333.33";"641,333.33";"641,333.33";"545,133.33";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-272/10-00";"Plan Ochrony Drawieńskiego Parku Narodowego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Zachodniopomorskie";"Powiat wałecki";"";"641,333.33";"641,333.33";"641,333.33";"545,133.33";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-275/10-00";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Podlaskie";"Powiat augustowski";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"POIS.05.03.00-00-275/10-00";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Podlaskie";"Powiat sejneński";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"POIS.05.03.00-00-275/10-00";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Podlaskie";"Powiat suwalski";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"POIS.05.03.00-00-278/10-00";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubuskie";"Powiat gorzowski";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-278/10-00";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubuskie";"Powiat słubicki";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-278/10-00";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubuskie";"Powiat sulęciński";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"POIS.05.03.00-00-281/10-00";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Pomorskie";"Powiat gdański";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"POIS.05.03.00-00-281/10-00";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Pomorskie";"Powiat nowodworski";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"POIS.05.03.00-00-281/10-00";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Pomorskie";"Powiat pucki";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"POIS.05.03.00-00-281/10-00";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Warmińsko-mazurskie";"Powiat braniewski";"";"788,500.00";"788,500.00";"670,225.00";"670,225.00";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"POIS.05.03.00-00-281/10-00";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Warmińsko-mazurskie";"Powiat elbląski";"";"788,500.00";"788,500.00";"670,225.00";"670,225.00";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"POIS.05.03.00-00-285/10-00";"Projekty planów zadań ochronnych dla obszarów Natura 2000 na terenie woj. kujawsko-pomorskiego i mazowieckiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Lubelskie";"Powiat puławski";"";"680,896.09";"680,896.09";"578,761.67";"578,761.67";"Uniwersytet Technologiczno-Przyrodniczy im. J. i J. Śniadeckich";"5540313107";"85-225";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"uczelnia wyższa";"00 Nie dotyczy";"POIS.05.03.00-00-285/10-01";"Nie";"2011/01/26";"2011/01/28"
"POIS.05.03.00-00-285/10-00";"Projekty planów zadań ochronnych dla obszarów Natura 2000 na terenie woj. kujawsko-pomorskiego i mazowieckiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Pomorskie";"Powiat starogardzki";"";"680,896.09";"680,896.09";"578,761.67";"578,761.67";"Uniwersytet Technologiczno-Przyrodniczy im. J. i J. Śniadeckich";"5540313107";"85-225";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"uczelnia wyższa";"00 Nie dotyczy";"POIS.05.03.00-00-285/10-01";"Nie";"2011/01/26";"2011/01/28"
"POIS.05.03.00-00-285/10-00";"Projekty planów zadań ochronnych dla obszarów Natura 2000 na terenie woj. kujawsko-pomorskiego i mazowieckiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Warmińsko-mazurskie";"Powiat nowomiejski";"";"680,896.09";"680,896.09";"578,761.67";"578,761.67";"Uniwersytet Technologiczno-Przyrodniczy im. J. i J. Śniadeckich";"5540313107";"85-225";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"uczelnia wyższa";"00 Nie dotyczy";"POIS.05.03.00-00-285/10-01";"Nie";"2011/01/26";"2011/01/28"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Mazowieckie";"Powiat ostrołęcki";"";"171,624.00";"171,624.00";"145,880.40";"145,880.40";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat augustowski";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
"POIS.05.04.00-00-062/08-02";"Kampania na rzecz ograniczenia szkód wyrządzanych przez zwierzęta prawnie chronione (wilk, żubr, bóbr) na obszarze Zielonych Płuc Polski.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Podlaskie";"Powiat białostocki";"";"24,517.71";"24,517.71";"20,840.06";"20,840.06";"Fundacja Zielone Płuca Polski";"5422952234";"15-554";"Białystok";"Podlaskie";"Powiat m. Białystok";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-062/08-10";"Nie";"2011/01/12";"2011/01/17"
