"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"RPMA.08.02.00-14-008/09-01";"ROCZNY PLAN DZIAŁAŃ POMOCY TECHNICZNEJ MJWPU na 2009 r. w zakresie działań informacyjnych i promocyjnych";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.02.00";"";"Mazowieckie";"";"";"9,335,096.00";"9,335,096.00";"7,934,831.60";"7,934,831.60";"Mazowiecka Jednostka Wdrażania Programów Unijnych";"1132669019";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPMA.08.02.00-14-008/09-05";"Tak";"2009/11/24";"2009/12/08"
"RPMP.09.01.00-12-022/09-03";"Ewaluacja i udział w zarządzaniu MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"709,985.00";"709,985.00";"603,487.00";"603,487.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-022/09-12";"Tak";"2009/12/21";"2010/01/18"
"RPMP.09.01.00-12-023/09-01";"Monitoring MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"56,000.00";"56,000.00";"47,600.00";"47,600.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-023/09-12";"Tak";"2009/12/21";"2010/01/18"
"RPMP.09.01.00-12-024/09-01";"Zarządzanie finansowe MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"10,000.00";"10,000.00";"8,500.00";"8,500.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-024/09-12";"Tak";"2009/12/21";"2010/01/18"
"RPMP.09.01.00-12-026/09-04";"Utrzymanie i rozwój Regionalnego Systemu Informatycznego w ramach MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"171,385.00";"166,389.00";"141,430.00";"141,430.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-026/09-12";"Tak";"2009/11/26";"2009/12/30"
"RPMP.09.01.00-12-027/09-05";"Analizy i badania oraz usługi zewnętrzne na potrzeby wspierania wdrażania MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"97,830.00";"96,980.00";"82,433.00";"82,433.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-027/09-12";"Tak";"2009/12/29";"2010/02/02"
"RPMP.09.01.00-12-029/09-03";"Obsługa procesu oceny projektów złożonych do MRPO 2007-2013 - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"682,400.00";"682,400.00";"580,040.00";"580,040.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-029/09-12";"Tak";"2009/12/21";"2010/01/20"
"RPMP.09.01.00-12-030/09-02";"Ekspertyzy i opinie techniczne na potrzeby kontroli projektów wdrażanych w ramach MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"29,000.00";"29,000.00";"24,650.00";"24,650.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-030/09-12";"Tak";"2009/11/16";"2009/12/30"
"RPMP.09.01.00-12-031/09-05";"Pomoc Techniczna Priorytet 9 PT MRPO - Zasoby ludzkie";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"8,418,000.00";"8,055,000.00";"6,846,750.00";"6,846,750.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-031/09-12";"Tak";"2009/12/22";"2010/02/25"
"RPMP.09.01.00-12-032/09-02";"Pomoc Techniczna Priorytet 9 PT MRPO - Seminaria w zakresie zarządzania i wdrażania";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"362,000.00";"357,000.00";"303,450.00";"303,450.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-032/09-12";"Tak";"2009/12/22";"2010/02/25"
"RPMP.09.01.00-12-033/09-05";"Promoc Techniczna Priorytet 9 PT MRPO - Obsługa logistyczna i informatyczna";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"3,687,187.00";"3,684,787.00";"3,132,069.00";"3,132,069.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-033/09-12";"Tak";"2009/12/22";"2010/02/25"
"RPMP.09.01.00-12-034/09-01";"Pomoc Techniczna Priorytet 9 PT MRPO - podróże służbowe 9.1";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"59,500.00";"58,000.00";"49,300.00";"49,300.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-034/09-12";"Tak";"2009/08/28";"2009/10/30"
"RPMP.09.01.00-12-036/09-02";"Pomoc Techniczna MRPO - delegacja zagraniczne";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"174,900.00";"174,000.00";"147,900.00";"147,900.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-036/09-12";"Tak";"2009/12/29";"2010/02/02"
"RPMP.09.01.00-12-037/09-02";"Działalność Instytucji Pośredniczącej II stopnia dla 2 osi priorytetowej MRPO ""Gospodarka regionalnej szansy"" w 2009 roku - PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.01.00";"";"Małopolskie";"";"";"4,897,114.00";"4,728,814.00";"4,019,493.00";"4,019,493.00";"Małopolskie Centrum Przedsiębiorczości";"6751378475";"31-542";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.01.00-12-037/09-12";"Tak";"2009/12/21";"2010/01/18"
"RPMP.09.02.00-12-025/09-02";"Promocja MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.02.00";"";"Małopolskie";"";"";"303,327.00";"303,327.00";"257,828.00";"257,828.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.02.00-12-025/09-12";"Tak";"2009/12/21";"2010/01/20"
"RPMP.09.02.00-12-028/09-05";"Działalność Centrum Informacyjnego FEM - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.02.00";"";"Małopolskie";"";"";"228,556.00";"215,556.00";"183,223.00";"183,223.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.02.00-12-028/09-12";"Tak";"2009/12/21";"2010/01/20"
"RPMP.09.02.00-12-035/09-01";"Pomoc Techniczna Priorytet 9 PT MRPO - podróże służbowe 9.2";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.02.00";"";"Małopolskie";"";"";"4,000.00";"3,800.00";"3,230.00";"3,230.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.02.00-12-035/09-12";"Tak";"2009/08/28";"2009/10/30"
"RPMP.09.02.00-12-039/09-04";"Promocja MRPO - Priorytet 9 PT MRPO";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.09.00.00";"RPMP.09.02.00";"";"Małopolskie";"";"";"182,281.00";"182,277.00";"154,936.00";"154,936.00";"Urząd Marszałkowski Województwa Małopolskiego";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"01 Obszar miejski";"RPMP.09.02.00-12-039/09-08";"Tak";"2009/12/29";"2010/02/02"
"RPOP.03.02.00-16-001/08-01";"Zakup pojazdów szynowych.";"Regionalny Program Operacyjny Województwa Opolskiego";"RPOP.03.00.00";"RPOP.03.02.00";"";"Opolskie";"";"";"42,029,000.00";"42,029,000.00";"31,214,938.30";"31,214,938.30";"Samorząd Województwa Opolskiego";"7542549660";"45-082";"Opole";"";"";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPOP.03.02.00-16-001/08-08-K01";"Tak";"2009/09/07";"2009/09/11"
"RPOP.07.01.00-16-001/08-05";"Roczny Plan Działań Pomocy Technicznej RPO WO 2007-2013 na 2007-2008
";"Regionalny Program Operacyjny Województwa Opolskiego";"RPOP.07.00.00";"RPOP.07.01.00";"";"Opolskie";"";"";"2,601,084.30";"2,601,084.30";"2,210,921.65";"2,210,921.65";"Opolskie Centrum Rozwoju Gospodarki";"7542898797";"45-716";"Opole";"Opolskie";"Powiat m. Opole";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPOP.07.01.00-16-001/08-09";"Tak";"2009/05/07";"2009/05/12"
"RPOP.07.01.00-16-002/08-02";"Roczny Plan Działań Pomocy Technicznej RPO WO 2007-2013 na 2007-2008
";"Regionalny Program Operacyjny Województwa Opolskiego";"RPOP.07.00.00";"RPOP.07.01.00";"";"Opolskie";"";"";"7,297,989.77";"7,297,989.77";"6,203,291.30";"6,203,291.30";"Urząd Marszałkowski Województwa Opolskiego (Instytucja Zarzą";"7542549660";"45-082";"Opole";"";"";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPOP.07.01.00-16-002/08-10";"Tak";"2009/06/23";"2009/06/25"
"RPOP.07.01.00-16-003/08-03";"ROCZNY PLAN DZIAŁANIA POMOCY TECHNICZNEJ RPO WO 2007-2013 NA 2009 r.";"Regionalny Program Operacyjny Województwa Opolskiego";"RPOP.07.00.00";"RPOP.07.01.00";"";"Opolskie";"";"";"2,825,527.60";"2,825,527.60";"2,401,698.45";"2,401,698.45";"Opolskie Centrum Rozwoju Gospodarki";"7542898797";"45-716";"Opole";"Opolskie";"Powiat m. Opole";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPOP.07.01.00-16-003/08-12-K03";"Tak";"2009/12/17";"2009/12/18"
"RPOP.07.01.00-16-004/08-02";"ROCZNY PLAN DZIAŁANIA POMOCY TECHNICZNEJ RPO WO 2007-2013 NA 2009 r.";"Regionalny Program Operacyjny Województwa Opolskiego";"RPOP.07.00.00";"RPOP.07.01.00";"";"Opolskie";"";"";"5,612,227.49";"5,612,227.49";"4,770,393.37";"4,770,393.37";"Województwo Opolskie (Urząd Marszałkowski Województwa Opolskiego)";"7542549660";"45-082";"Opole";"";"";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPOP.07.01.00-16-004/08-14-K02";"Tak";"2009/12/02";"2009/12/09"
"RPPM.01.03.00-00-001/09-00";"Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w województwie pomorskim";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.03.00";"";"Pomorskie";"";"";"287,394,441.97";"287,394,441.97";"287,394,441.97";"215,545,832.52";"Bank Gospodarstwa Krajowego";"5250012372";"00-955";"Warszawa";"";"";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"przedsiębiorstwo państwowe - duże przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.03.00-00-001/09-01";"Nie";"2009/08/07";"2009/08/13"
"RPPM.10.01.00-00-002/08-04";"Wsparcie procesu zarządzania i wdrażania RPO WP w 2008 roku.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.10.00.00";"RPPM.10.01.00";"";"Pomorskie";"";"";"13,666,544.00";"13,666,544.00";"10,249,908.00";"10,249,908.00";"Samorząd Województwa Pomorskiego";"5832569948";"80-810";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPPM.10.01.00-00-002/08-04";"Tak";"2009/02/23";"2009/02/26"
"RPPM.10.01.00-00-003/08-06";"Wsparcie procesu zarządzania i wdrażania RPO WP w 2009 roku.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.10.00.00";"RPPM.10.01.00";"";"Pomorskie";"";"";"14,637,000.00";"14,637,000.00";"10,977,750.00";"10,977,750.00";"Samorząd Województwa Pomorskiego";"5832569948";"80-810";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPPM.10.01.00-00-003/08-11";"Tak";"2009/12/31";"2010/02/03"
"RPSL.03.04.00-00-006/08-01";"Ogólnopolska kampania promocyjna województwa śląskiego";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.03.00.00";"RPSL.03.04.00";"";"Śląskie";"";"";"4,528,461.76";"4,528,461.76";"1,811,384.70";"1,811,384.70";"Województwo Śląskie";"9542260713";"40-037";"Katowice";"Śląskie";"Powiat m. Katowice";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - województwo";"01 Obszar miejski";"RPSL.03.04.00-00-006/08-03";"Tak";"2009/07/02";"2009/07/10"
"RPSL.10.01.00-00-002/08-01";"Roczny Plan Działań na rok 2008 w ramach Działania  10.1 Wsparcie procesu zarządzania i wdrażania";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.10.00.00";"RPSL.10.01.00";"";"Śląskie";"";"";"4,539,917.17";"4,539,917.17";"4,539,917.17";"4,539,917.17";"Województwo Śląskie";"9542260713";"40-037";"Katowice";"Śląskie";"Powiat m. Katowice";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPSL.10.01.00-00-002/08-04";"Tak";"2009/02/12";"2009/02/26"
"RPSL.10.02.00-00-002/08-01";"Roczny Plan Działań na rok 2008 w ramach Działania 10.2 Działania informacyjne i promocyjne. ";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.10.00.00";"RPSL.10.02.00";"";"Śląskie";"";"";"979,521.64";"979,521.64";"979,521.64";"979,521.64";"Województwo Śląskie";"9542260713";"40-037";"Katowice";"Śląskie";"Powiat m. Katowice";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPSL.10.02.00-00-002/08-04-K01";"Tak";"2009/02/12";"2009/02/26"
